lambda_conteos,lambda_interarribos,indice_dispersion,umbral_anomalia_k,anomalias_encontradas,ks_estadistico_expon,ks_pvalor_expon
9.142857142857142,10.5,0.05208333333333333,18,0,0.9047619047619048,9.317453287992795e-65
